코드,발송일,유형코드,수량,
463245,20170826,1878,6,
463245,20170826,1627,1,
463245,20170905,1878,2,
463245,20170905,1627,2,
463245,20170912,1878,11,
463245,20170912,1627,1,
463245,20170919,1878,2,
463245,20171010,1815,1,
463245,20171010,1878,8,
463245,20171021,1878,1,
463245,20171024,1878,6,
463245,20171024,1627,1,
463245,20171104,1041,1,
463245,20171104,1878,13,
463245,20171121,1878,1,
463245,20171207,1041,1,
463245,20171207,1878,9,
463245,20171216,1878,5,
463243,20170803,1815,1,
463243,20170928,1692,1,
463243,20171012,1692,1,
463243,20171109,1692,1,
463242,20170801,1815,9,
463242,20170801,1692,25,
463242,20170802,1692,1,
463242,20170803,1815,14,
463242,20170803,1692,72,
463242,20170804,1815,44,
463242,20170804,1692,40,
463242,20170807,1815,1,
463242,20170808,1815,32,
463242,20170808,1692,44,
463242,20170809,1815,37,
463242,20170809,1692,20,
463242,20170810,1692,20,
463242,20170811,1815,114,
463242,20170811,1692,17,
463242,20170812,1815,6,
463242,20170814,1815,3,
463242,20170815,1815,46,
463242,20170815,1692,19,
463242,20170816,1815,2,
463242,20170816,1692,25,
463242,20170817,1815,71,
463242,20170817,1692,66,
463242,20170818,1815,52,
463242,20170818,1692,43,
463242,20170821,1815,36,
463242,20170821,1692,17,
463242,20170822,1815,66,
463242,20170822,1692,64,
463242,20170823,1815,37,
463242,20170823,1692,56,
463242,20170824,1815,118,
463242,20170824,1692,39,
463242,20170825,1815,36,
463242,20170825,1692,48,
463242,20170826,1815,36,
463242,20170826,1692,8,
463242,20170828,1815,8,
463242,20170828,1692,19,
463242,20170829,1815,67,
463242,20170829,1692,83,
463242,20170830,1815,38,
463242,20170830,1692,11,
463242,20170831,1815,65,
463242,20170831,1692,14,
463242,20170901,1853,5,
463242,20170901,1815,18,
463242,20170901,1692,2,
463242,20170901,1878,6,
463242,20170902,1692,28,
463242,20170904,1815,17,
463242,20170904,1692,1,
463242,20170905,1815,3,
463242,20170905,1692,11,
463242,20170906,1815,7,
463242,20170906,1692,3,
463242,20170907,1815,29,
463242,20170907,1692,13,
463242,20170908,1815,3,
463242,20170909,1815,10,
463242,20170909,1692,16,
463242,20170911,1815,31,
463242,20170912,1815,3,
463242,20170913,1815,41,
463242,20170913,1692,36,
463242,20170914,1815,10,
463242,20170915,1815,138,
463242,20170915,1692,48,
463242,20170918,1815,1,
463242,20170918,1692,13,
463242,20170919,1815,29,
463242,20170919,1692,39,
463242,20170920,1815,39,
463242,20170920,1692,61,
463242,20170921,1815,46,
463242,20170921,1692,21,
463242,20170922,1815,108,
463242,20170922,1692,42,
463242,20170923,1815,35,
463242,20170923,1692,21,
463242,20170925,1815,53,
463242,20170925,1692,6,
463242,20170926,1815,40,
463242,20170926,1692,7,
463242,20170927,1815,149,
463242,20170927,1692,56,
463242,20170928,1815,39,
463242,20170928,1692,54,
463242,20170929,1815,56,
463242,20170929,1692,156,
463242,20170930,1815,68,
463242,20170930,1692,46,
463242,20171011,1815,40,
463242,20171011,1692,42,
463242,20171012,1815,67,
463242,20171013,1815,96,
463242,20171013,1692,9,
463242,20171016,1815,8,
463242,20171016,1692,45,
463242,20171017,1815,4,
463242,20171017,1692,12,
463242,20171018,1815,121,
463242,20171018,1692,17,
463242,20171018,1041,1,
463242,20171019,1815,10,
463242,20171019,1692,52,
463242,20171020,1815,21,
463242,20171020,1692,80,
463242,20171023,1815,12,
463242,20171023,1692,38,
463242,20171024,1815,65,
463242,20171024,1692,111,
463242,20171025,1815,37,
463242,20171025,1692,20,
463242,20171026,1815,79,
463242,20171026,1692,60,
463242,20171026,1878,4,
463242,20171027,1815,152,
463242,20171027,1692,95,
463242,20171030,1815,78,
463242,20171031,1815,105,
463242,20171101,1815,79,
463242,20171101,1692,126,
463242,20171102,1815,126,
463242,20171102,1692,23,
463242,20171103,1815,66,
463242,20171103,1692,41,
463242,20171106,1815,2,
463242,20171107,1692,16,
463242,20171108,1815,17,
463242,20171108,1692,58,
463242,20171109,1815,112,
463242,20171109,1692,50,
463242,20171110,1815,51,
463242,20171110,1692,6,
463242,20171111,1815,1,
463242,20171111,1692,35,
463242,20171114,1692,15,
463242,20171115,1815,17,
463242,20171116,1815,53,
463242,20171116,1692,81,
463242,20171117,1815,47,
463242,20171117,1692,93,
463242,20171120,1815,34,
463242,20171121,1815,58,
463242,20171121,1692,22,
463242,20171122,1815,28,
463242,20171123,1815,68,
463242,20171123,1692,73,
463242,20171124,1815,105,
463242,20171124,1692,103,
463242,20171127,1815,44,
463242,20171127,1692,111,
463242,20171128,1692,64,
463242,20171129,1815,123,
463242,20171129,1692,31,
463242,20171130,1815,5,
463242,20171130,1692,37,
463242,20171201,1815,50,
463242,20171201,1692,23,
463242,20171204,1815,55,
463242,20171204,1692,41,
463242,20171204,1878,2,
463242,20171205,1815,43,
463242,20171205,1692,32,
463242,20171206,1692,2,
463242,20171207,1815,16,
463242,20171208,1815,34,
463242,20171208,1692,39,
463242,20171211,1815,32,
463242,20171212,1815,9,
463242,20171212,1692,57,
463242,20171213,1815,99,
463242,20171213,1692,33,
463242,20171214,1815,81,
463242,20171214,1692,28,
463242,20171215,1815,19,
463241,20170816,1692,1,
463241,20170829,1692,3,
463241,20170918,1692,10,
463241,20171122,1692,8,
463240,20170811,1878,3,
463240,20170901,1878,1,
463240,20170901,1627,1,
463240,20170920,1878,5,
463240,20171013,1878,6,
463240,20171025,1878,6,
463240,20171107,1878,2,
463240,20171107,1261,1,
463240,20171115,1878,7,
463240,20171115,1627,1,
463240,20171128,1878,8,
463240,20171128,1627,1,
463240,20171213,1878,5,
463240,20171213,1627,1,
463239,20171215,1815,2,
463237,20171101,1815,1,
463236,20170831,1815,2,
463236,20170926,1815,1,
463235,20170801,1692,3,
463235,20170803,1692,12,
463235,20170805,1692,2,
463235,20170808,1692,6,
463235,20170811,1692,9,
463235,20170812,1692,7,
463235,20170816,1692,2,
463235,20170817,1692,1,
463235,20170822,1692,5,
463235,20170824,1692,3,
463235,20170825,1692,3,
463235,20170826,1692,7,
463235,20170828,1692,1,
463235,20170830,1692,5,
463235,20170831,1692,6,
463235,20170901,1692,3,
463235,20170902,1692,7,
463235,20170904,1692,6,
463235,20170905,1692,7,
463235,20170906,1692,10,
463235,20170908,1692,5,
463235,20170909,1692,8,
463235,20170911,1692,1,
463235,20170912,1692,2,
463235,20170913,1692,5,
463235,20170914,1692,5,
463235,20170915,1692,3,
463235,20170916,1692,3,
463235,20170919,1692,11,
463235,20171003,1692,7,
463235,20171007,1692,15,
463235,20171009,1692,7,
463235,20171011,1692,9,
463235,20171012,1692,2,
463235,20171013,1692,4,
463235,20171014,1692,5,
463235,20171016,1692,3,
463235,20171017,1692,5,
463235,20171018,1692,10,
463235,20171019,1692,2,
463235,20171020,1692,7,
463235,20171021,1692,4,
463235,20171023,1692,4,
463235,20171025,1692,11,
463235,20171026,1692,9,
463235,20171027,1692,4,
463235,20171028,1692,4,
463235,20171030,1692,8,
463235,20171031,1692,4,
463235,20171101,1692,6,
463235,20171104,1692,3,
463235,20171107,1692,6,
463235,20171108,1692,5,
463235,20171108,1041,1,
463235,20171111,1692,5,
463235,20171113,1692,2,
463235,20171114,1692,10,
463235,20171115,1692,5,
463235,20171116,1692,3,
463235,20171117,1692,2,
463235,20171120,1692,5,
463235,20171121,1692,4,
463235,20171122,1692,7,
463235,20171123,1692,7,
463235,20171124,1692,9,
463235,20171125,1692,3,
463235,20171127,1692,4,
463235,20171128,1692,1,
463235,20171129,1692,6,
463235,20171130,1692,5,
463235,20171201,1692,6,
463235,20171202,1692,6,
463235,20171204,1692,8,
463235,20171205,1692,5,
463235,20171206,1692,5,
463235,20171207,1692,3,
463235,20171208,1692,14,
463235,20171209,1692,9,
463235,20171211,1692,8,
463235,20171212,1692,6,
463235,20171213,1692,16,
463235,20171214,1692,13,
463235,20171215,1692,2,
463235,20171216,1692,4,
463234,20170808,1692,2,
463234,20170808,1041,9,
463234,20170928,1041,2,
463234,20171020,1692,2,
463234,20171020,1041,7,
463234,20171123,1041,5,
463233,20170801,1878,2,
463233,20170822,1878,2,
463233,20170829,1878,1,
463233,20170905,1878,2,
463233,20170912,1878,1,
463233,20170926,1878,4,
463233,20171010,1878,2,
463233,20171017,1878,1,
463233,20171024,1878,1,
463233,20171031,1878,1,
463233,20171114,1878,1,
463233,20171121,1878,1,
463233,20171205,1878,2,
463232,20170818,1878,1,
463232,20170818,1627,1,
463232,20170919,1627,1,
463232,20171030,1627,1,
463232,20171103,1878,1,
463232,20171110,1878,1,
463232,20171110,1627,1,
463232,20171117,1878,1,
463232,20171117,1627,1,
463232,20171124,1878,1,
463232,20171124,1627,1,
463232,20171205,1627,2,
463229,20170811,1878,1,
463229,20170826,1692,6,
463229,20170826,1041,1,
463229,20170826,1878,2,
463229,20170902,1041,1,
463229,20170909,1878,1,
463229,20170922,1692,1,
463229,20170922,1041,1,
463229,20170922,1878,3,
463229,20171014,1041,1,
463229,20171214,1692,1,
463229,20171214,1041,5,
463229,20171214,1878,10,
463229,20171214,1627,1,
463225,20170802,1373,1,
463225,20170805,1373,1,
463225,20170812,1373,1,
463225,20170816,1373,1,
463225,20170824,1373,2,
463225,20170826,1373,4,
463225,20170905,1373,3,
463225,20170926,1373,3,
463225,20171024,1373,3,
463225,20171113,1373,1,
463225,20171114,1373,7,
463225,20171117,1373,5,
463224,20170804,1041,28,
463224,20170818,1041,15,
463224,20170901,1878,71,
463224,20170908,1692,1,
463224,20170908,1041,9,
463224,20170922,1041,5,
463224,20170922,1878,3,
463224,20171013,1041,3,
463224,20171014,1692,1,
463224,20171014,1041,3,
463224,20171110,1041,29,
463224,20171110,1878,9,
463224,20171215,1041,4,
463223,20170802,1815,3,
463223,20170802,1878,1,
463223,20170802,1627,1,
463223,20170810,1815,2,
463223,20170810,1878,2,
463223,20170823,1815,3,
463223,20170830,1815,2,
463223,20170830,1878,2,
463223,20170830,1627,1,
463223,20170906,1815,8,
463223,20170906,1878,2,
463223,20170928,1815,1,
463223,20171012,1041,1,
463223,20171025,1878,1,
463223,20171101,1815,1,
463223,20171109,1878,1,
463223,20171109,1627,1,
463223,20171115,1815,1,
463223,20171115,1041,1,
463223,20171130,1815,5,
463223,20171206,1041,2,
463223,20171206,1878,1,
463223,20171213,1815,3,
463221,20170918,1815,1,
463221,20170929,1815,3,
463221,20170929,1878,1,
463221,20171017,1815,3,
463221,20171103,1815,1,
463221,20171115,1692,1,
463221,20171211,1692,1,
463218,20170906,1815,2,
463218,20170906,1878,2,
463218,20170920,1815,3,
463218,20170920,1692,1,
463218,20170920,1878,2,
463218,20170927,1815,5,
463218,20171014,1815,3,
463218,20171014,1878,3,
463218,20171110,1815,1,
463218,20171110,1878,3,
463218,20171124,1692,1,
463218,20171124,1878,3,
463218,20171212,1815,2,
463218,20171212,1878,2,
463217,20170803,1041,23,
463217,20170810,1041,5,
463217,20170817,1041,6,
463217,20170824,1041,4,
463217,20170907,1815,1,
463217,20170907,1041,5,
463217,20170914,1815,1,
463217,20170914,1041,7,
463217,20170921,1041,4,
463217,20170928,1041,7,
463217,20171026,1815,5,
463217,20171026,1041,18,
463217,20171026,1878,1,
463217,20171110,1041,13,
463217,20171116,1041,4,
463217,20171116,1878,1,
463217,20171123,1041,4,
463217,20171207,1041,7,
463216,20170828,1041,8,
463216,20170922,1815,1,
463216,20170925,1041,2,
463216,20171127,1815,1,
463214,20170821,1878,1,
463214,20170925,1815,1,
463214,20171020,1815,2,
463214,20171115,1627,2,
463214,20171204,1041,1,
463213,20170801,1041,2,
463213,20170808,1041,11,
463213,20170817,1041,8,
463213,20170905,1041,11,
463213,20170919,1815,2,
463213,20170919,1041,9,
463213,20171010,1815,2,
463213,20171010,1041,11,
463213,20171024,1041,5,
463213,20171114,1041,8,
463212,20170802,1815,3,
463212,20170802,1041,3,
463212,20170823,1815,4,
463212,20170823,1041,2,
463212,20170914,1815,5,
463212,20170914,1041,6,
463212,20170927,1041,1,
463212,20171013,1041,1,
463212,20171019,1041,1,
463212,20171031,1041,1,
463212,20171116,1041,1,
463212,20171209,1041,6,
463211,20170803,1041,4,
463211,20170810,1041,4,
463211,20170817,1041,3,
463211,20170824,1041,3,
463211,20170831,1041,5,
463211,20170907,1041,6,
463211,20170914,1041,5,
463211,20170921,1041,5,
463211,20171012,1041,10,
463211,20171109,1878,1,
463209,20170808,1041,4,
463209,20170822,1041,9,
463209,20170912,1041,7,
463209,20171024,1815,2,
463209,20171024,1041,18,
463209,20171108,1041,7,
463209,20171108,1878,2,
463209,20171108,1627,1,
463208,20170807,1815,27,
463208,20170807,1878,2,
463208,20170807,1627,2,
463208,20170810,1878,5,
463208,20170810,1627,2,
463208,20170814,1815,10,
463208,20170814,1878,1,
463208,20170814,1627,4,
463208,20170821,1815,36,
463208,20170821,1692,10,
463208,20170821,1878,7,
463208,20170821,1627,7,
463208,20170828,1692,7,
463208,20170828,1878,7,
463208,20170828,1627,9,
463208,20170904,1692,1,
463208,20170904,1878,8,
463208,20170904,1627,12,
463208,20170907,1692,6,
463208,20170907,1878,5,
463208,20170907,1627,5,
463208,20170911,1815,36,
463208,20170911,1878,5,
463208,20170911,1627,2,
463208,20170914,1815,5,
463208,20170914,1692,4,
463208,20170914,1878,2,
463208,20170914,1627,2,
463208,20170918,1815,17,
463208,20170918,1878,1,
463208,20170918,1627,1,
463208,20170925,1815,19,
463208,20170925,1692,7,
463208,20170925,1878,5,
463208,20170925,1627,3,
463208,20170928,1815,14,
463208,20170928,1692,4,
463208,20170928,1878,7,
463208,20170928,1627,4,
463208,20171012,1815,37,
463208,20171012,1692,11,
463208,20171012,1878,7,
463208,20171012,1627,12,
463208,20171016,1815,21,
463208,20171016,1878,4,
463208,20171016,1627,1,
463208,20171019,1815,18,
463208,20171019,1692,7,
463208,20171019,1878,8,
463208,20171019,1627,7,
463208,20171023,1815,12,
463208,20171023,1692,2,
463208,20171023,1627,4,
463208,20171026,1815,25,
463208,20171026,1692,5,
463208,20171026,1878,7,
463208,20171026,1627,3,
463208,20171030,1692,2,
463208,20171030,1878,2,
463208,20171030,1627,2,
463208,20171102,1815,33,
463208,20171102,1692,3,
463208,20171102,1878,1,
463208,20171102,1627,5,
463208,20171106,1815,14,
463208,20171106,1692,3,
463208,20171106,1878,4,
463208,20171106,1627,4,
463208,20171109,1815,21,
463208,20171109,1878,5,
463208,20171109,1627,4,
463208,20171113,1815,28,
463208,20171113,1692,7,
463208,20171113,1878,3,
463208,20171113,1627,4,
463208,20171116,1815,11,
463208,20171116,1878,1,
463208,20171116,1627,2,
463208,20171120,1815,3,
463208,20171120,1692,6,
463208,20171120,1878,6,
463208,20171120,1627,3,
463208,20171123,1815,35,
463208,20171127,1815,8,
463208,20171127,1878,3,
463208,20171127,1627,1,
463208,20171130,1815,26,
463208,20171130,1878,5,
463208,20171204,1692,9,
463208,20171204,1878,3,
463208,20171204,1627,6,
463208,20171207,1815,6,
463208,20171207,1878,6,
463208,20171207,1627,3,
463208,20171211,1815,22,
463208,20171214,1815,6,
463208,20171214,1878,8,
463208,20171218,1815,11,
463208,20171218,1878,1,
463208,20171218,1627,1,
463207,20170801,1815,2,
463207,20170804,1815,7,
463207,20170810,1815,3,
463207,20170814,1815,3,
463207,20170815,1815,1,
463207,20170817,1815,8,
463207,20170821,1815,5,
463207,20170822,1815,2,
463207,20170824,1815,5,
463207,20170824,1878,2,
463207,20170828,1815,5,
463207,20170829,1815,2,
463207,20170831,1815,28,
463207,20170904,1815,10,
463207,20170905,1815,1,
463207,20170907,1815,21,
463207,20170911,1815,6,
463207,20170912,1815,1,
463207,20170918,1815,12,
463207,20170919,1815,2,
463207,20170921,1815,15,
463207,20170925,1815,2,
463207,20170926,1815,1,
463207,20170928,1815,10,
463207,20171009,1815,4,
463207,20171010,1815,2,
463207,20171012,1815,12,
463207,20171016,1815,12,
463207,20171017,1815,1,
463207,20171023,1815,4,
463207,20171024,1815,1,
463207,20171026,1815,13,
463207,20171030,1815,9,
463207,20171031,1815,1,
463207,20171102,1815,18,
463207,20171106,1815,4,
463207,20171107,1815,1,
463207,20171109,1815,10,
463207,20171113,1815,9,
463207,20171114,1815,2,
463207,20171117,1815,19,
463207,20171120,1815,5,
463207,20171121,1815,1,
463207,20171123,1815,7,
463207,20171127,1815,3,
463207,20171128,1815,1,
463207,20171130,1815,7,
463207,20171204,1815,22,
463207,20171205,1815,1,
463207,20171207,1815,8,
463207,20171211,1815,11,
463207,20171212,1815,1,
463207,20171214,1815,15,
463207,20171218,1815,12,
463206,20171118,1815,21,
463204,20170807,1041,2,
463204,20170811,1041,1,
463204,20170816,1041,1,
463204,20170828,1041,1,
463204,20170901,1041,11,
463204,20170905,1041,18,
463204,20170914,1815,1,
463204,20170914,1041,54,
463204,20170914,1878,2,
463204,20170922,1041,38,
463204,20170929,1815,1,
463204,20170929,1041,22,
463204,20171013,1041,29,
463204,20171031,1041,56,
463204,20171106,1041,34,
463204,20171106,1878,5,
463204,20171123,1041,13,
463204,20171123,1878,1,
463204,20171128,1041,1,
463204,20171204,1041,2,
463204,20171208,1041,2,
463202,20170801,1041,1,
463202,20170802,1041,4,
463202,20170803,1041,1,
463202,20170808,1041,1,
463202,20170809,1041,15,
463202,20170810,1261,1,
463202,20170812,1261,1,
463202,20170815,1041,1,
463202,20170817,1261,4,
463202,20170819,1041,1,
463202,20170821,1261,1,
463202,20170822,1041,2,
463202,20170823,1041,2,
463202,20170824,1041,1,
463202,20170828,1815,1,
463202,20170829,1041,1,
463202,20170830,1041,5,
463202,20170830,1261,1,
463202,20170901,1041,2,
463202,20170904,1261,1,
463202,20170905,1041,1,
463202,20170907,1261,1,
463202,20170909,1815,1,
463202,20170911,1815,1,
463202,20170912,1041,1,
463202,20170913,1041,2,
463202,20170914,1041,3,
463202,20170916,1041,3,
463202,20170918,1041,1,
463202,20170919,1041,1,
463202,20170920,1041,1,
463202,20170921,1041,1,
463202,20170923,1041,1,
463202,20170925,1261,2,
463202,20170926,1041,1,
463202,20170928,1041,1,
463202,20170930,1041,1,
463202,20171009,1815,1,
463202,20171010,1261,2,
463202,20171012,1261,2,
463202,20171016,1261,3,
463202,20171017,1041,1,
463202,20171018,1041,2,
463202,20171019,1041,1,
463202,20171021,1261,1,
463202,20171023,1041,1,
463202,20171024,1041,1,
463202,20171025,1041,2,
463202,20171026,1041,3,
463202,20171030,1041,1,
463202,20171031,1041,1,
463202,20171101,1261,3,
463202,20171104,1041,1,
463202,20171106,1041,1,
463202,20171107,1041,1,
463202,20171108,1041,1,
463202,20171109,1815,1,
463202,20171111,1815,1,
463202,20171113,1261,2,
463202,20171114,1041,1,
463202,20171115,1261,2,
463202,20171118,1041,2,
463202,20171120,1041,7,
463202,20171121,1041,2,
463202,20171122,1261,2,
463202,20171123,1041,3,
463202,20171125,1041,2,
463202,20171128,1041,7,
463202,20171129,1041,4,
463202,20171201,1041,1,
463202,20171202,1041,1,
463202,20171204,1261,1,
463202,20171205,1041,2,
463202,20171206,1041,1,
463202,20171207,1261,1,
463202,20171209,1261,1,
463202,20171211,1041,1,
463202,20171212,1261,2,
463202,20171213,1261,2,
463202,20171214,1261,1,
463202,20171216,1041,6,
463201,20170822,1815,3,
463201,20170930,1815,1,
463201,20171014,1815,1,
463201,20171125,1692,2,
463200,20170801,1815,10,
463200,20170810,1815,2,
463200,20170817,1815,21,
463200,20170828,1815,2,
463200,20170831,1815,4,
463200,20170909,1815,10,
463200,20170913,1815,2,
463200,20170926,1815,2,
463200,20170928,1815,19,
463200,20171014,1815,21,
463200,20171020,1815,2,
463200,20171031,1815,2,
463200,20171109,1815,1,
463200,20171118,1815,26,
463200,20171121,1815,2,
463200,20171207,1815,2,
463200,20171212,1815,23,
463199,20171018,1815,15,
463198,20170807,1041,15,
463198,20170814,1041,2,
463198,20170904,1041,13,
463198,20170918,1041,15,
463198,20171010,1815,1,
463198,20171010,1041,21,
463198,20171030,1041,12,
463198,20171117,1041,7,
463197,20170801,1815,20,
463197,20170810,1815,2,
463197,20170817,1815,10,
463197,20170828,1815,2,
463197,20170831,1815,12,
463197,20170909,1815,8,
463197,20170913,1815,2,
463197,20170926,1815,2,
463197,20170928,1815,26,
463197,20171014,1815,20,
463197,20171020,1815,3,
463197,20171024,1815,7,
463197,20171031,1815,2,
463197,20171109,1815,1,
463197,20171118,1815,17,
463197,20171121,1815,2,
463197,20171207,1815,2,
463197,20171212,1815,26,
463196,20170809,1041,13,
463196,20170816,1041,4,
463196,20170823,1041,2,
463196,20170830,1041,2,
463196,20170906,1692,1,
463196,20170906,1041,4,
463196,20170913,1041,3,
463196,20171011,1041,9,
463196,20171018,1041,4,
463196,20171025,1041,2,
463196,20171108,1041,1,
463196,20171129,1041,2,
463196,20171213,1041,1,
463195,20170812,1041,10,
463195,20170907,1041,2,
463195,20171130,1041,1,
463194,20170801,1815,4,
463194,20170801,1041,42,
463194,20170803,1041,9,
463194,20170805,1815,1,
463194,20170805,1041,9,
463194,20170808,1041,1,
463194,20170810,1041,22,
463194,20170810,1878,4,
463194,20170812,1815,1,
463194,20170812,1041,14,
463194,20170812,1261,1,
463194,20170815,1815,3,
463194,20170815,1041,4,
463194,20170817,1041,1,
463194,20170822,1041,7,
463194,20170824,1041,19,
463194,20170824,1878,1,
463194,20170826,1041,13,
463194,20170829,1041,38,
463194,20170831,1815,6,
463194,20170831,1041,91,
463194,20170902,1041,28,
463194,20170905,1815,3,
463194,20170905,1041,55,
463194,20170907,1815,5,
463194,20170907,1041,92,
463194,20170907,1878,17,
463194,20170909,1041,16,
463194,20170912,1041,9,
463194,20170914,1041,41,
463194,20170916,1815,1,
463194,20170916,1692,1,
463194,20170916,1041,31,
463194,20170916,1878,5,
463194,20170919,1815,1,
463194,20170919,1041,26,
463194,20170921,1041,27,
463194,20170921,1878,2,
463194,20170923,1041,1,
463194,20170926,1815,4,
463194,20170926,1041,86,
463194,20170926,1878,2,
463194,20170930,1815,1,
463194,20170930,1041,83,
463194,20171002,1041,24,
463194,20171002,1878,2,
463194,20171009,1815,7,
463194,20171009,1041,68,
463194,20171009,1878,2,
463194,20171012,1815,11,
463194,20171012,1041,44,
463194,20171014,1041,15,
463194,20171019,1242,1,
463194,20171019,1041,28,
463194,20171019,1878,1,
463194,20171020,1815,6,
463194,20171020,1041,233,
463194,20171020,1878,1,
463194,20171021,1815,5,
463194,20171021,1692,1,
463194,20171021,1041,91,
463194,20171021,1878,9,
463194,20171024,1041,24,
463194,20171026,1041,50,
463194,20171028,1041,12,
463194,20171101,1815,1,
463194,20171101,1692,1,
463194,20171101,1041,46,
463194,20171101,1878,2,
463194,20171104,1041,6,
463194,20171107,1041,30,
463194,20171108,1815,3,
463194,20171108,1041,90,
463194,20171108,1878,9,
463194,20171109,1815,47,
463194,20171109,1261,1,
463194,20171111,1041,4,
463194,20171114,1815,2,
463194,20171114,1041,47,
463194,20171116,1815,22,
463194,20171116,1041,2,
463194,20171116,1261,1,
463194,20171118,1815,4,
463194,20171123,1041,41,
463194,20171123,1878,3,
463194,20171125,1815,7,
463194,20171128,1815,6,
463194,20171128,1041,47,
463194,20171128,1878,1,
463194,20171130,1041,10,
463194,20171205,1815,6,
463194,20171205,1041,9,
463194,20171207,1041,9,
463194,20171212,1041,10,
463194,20171215,1815,1,
463194,20171215,1041,21,
463194,20171215,1878,3,
463193,20171128,1355,1,
463193,20171205,1355,10,
463191,20170819,1041,18,
463191,20170915,1041,6,
463191,20171009,1815,13,
463191,20171212,1041,1,
463190,20170914,1815,2,
463189,20170920,1815,1,
463189,20171123,1815,2,
463185,20170801,1692,1,
463185,20170803,1692,4,
463185,20170808,1692,4,
463185,20170817,1692,7,
463185,20170821,1692,2,
463185,20170825,1692,5,
463185,20170829,1692,4,
463185,20170901,1692,2,
463185,20170905,1692,2,
463185,20170908,1692,1,
463185,20170911,1692,2,
463185,20170919,1692,6,
463185,20170922,1692,2,
463185,20170926,1692,2,
463185,20170929,1692,2,
463185,20171013,1692,6,
463185,20171019,1692,3,
463185,20171024,1692,2,
463185,20171031,1692,3,
463185,20171103,1692,4,
463185,20171107,1692,2,
463185,20171109,1692,1,
463185,20171121,1692,21,
463185,20171124,1692,3,
463185,20171128,1692,3,
463185,20171205,1692,3,
463185,20171208,1692,3,
463184,20170803,1692,14,
463184,20170810,1692,6,
463184,20170817,1692,7,
463184,20170824,1692,6,
463184,20170831,1692,7,
463184,20170908,1692,9,
463184,20170914,1692,3,
463184,20170921,1692,6,
463184,20170928,1692,6,
463184,20171010,1692,7,
463184,20171017,1692,7,
463184,20171024,1692,10,
463184,20171103,1692,8,
463184,20171115,1692,9,
463184,20171122,1692,3,
463184,20171129,1692,4,
463184,20171213,1692,9,
463182,20170809,1853,1,
463182,20170809,1815,3,
463182,20170809,1692,1,
463182,20170809,1041,26,
463182,20170809,1878,1,
463182,20170809,1261,8,
463182,20170811,1041,25,
463182,20170811,1627,6,
463182,20170811,1261,3,
463182,20170814,1041,26,
463182,20170814,1261,1,
463182,20170816,1815,1,
463182,20170816,1041,6,
463182,20170816,1627,6,
463182,20170816,1261,3,
463182,20170817,1041,18,
463182,20170817,1261,2,
463182,20170818,1815,1,
463182,20170818,1041,8,
463182,20170818,1261,1,
463182,20170821,1041,4,
463182,20170821,1261,2,
463182,20170822,1041,8,
463182,20170822,1627,2,
463182,20170822,1261,2,
463182,20170823,1815,1,
463182,20170823,1041,14,
463182,20170823,1261,1,
463182,20170825,1853,2,
463182,20170825,1815,1,
463182,20170825,1041,24,
463182,20170825,1261,6,
463182,20170828,1041,3,
463182,20170828,1261,2,
463182,20170829,1041,16,
463182,20170830,1853,2,
463182,20170830,1041,14,
463182,20170830,1627,2,
463182,20170831,1815,1,
463182,20170831,1041,2,
463182,20170831,1261,3,
463182,20170901,1041,4,
463182,20170904,1853,2,
463182,20170904,1041,3,
463182,20170904,1627,6,
463182,20170904,1261,2,
463182,20170905,1041,10,
463182,20170905,1627,3,
463182,20170906,1853,2,
463182,20170906,1815,1,
463182,20170906,1041,21,
463182,20170906,1627,7,
463182,20170906,1261,2,
463182,20170907,1853,1,
463182,20170907,1815,1,
463182,20170907,1041,2,
463182,20170907,1627,4,
463182,20170907,1261,1,
463182,20170908,1041,26,
463182,20170908,1627,6,
463182,20170908,1261,2,
463182,20170912,1041,36,
463182,20170912,1261,2,
463182,20170913,1853,2,
463182,20170913,1041,5,
463182,20170913,1627,3,
463182,20170913,1261,5,
463182,20170914,1815,1,
463182,20170914,1041,23,
463182,20170914,1627,5,
463182,20170915,1853,2,
463182,20170915,1041,15,
463182,20170915,1627,3,
463182,20170915,1261,3,
463182,20170918,1815,2,
463182,20170918,1041,20,
463182,20170918,1627,7,
463182,20170918,1261,2,
463182,20170919,1355,9,
463182,20170919,1041,18,
463182,20170919,1627,1,
463182,20170919,1261,3,
463182,20170920,1853,1,
463182,20170920,1041,10,
463182,20170920,1627,3,
463182,20170922,1853,2,
463182,20170922,1815,1,
463182,20170922,1041,19,
463182,20170922,1627,9,
463182,20170922,1261,4,
463182,20170925,1853,4,
463182,20170925,1815,3,
463182,20170925,1041,14,
463182,20170925,1261,3,
463182,20170926,1853,4,
463182,20170926,1041,9,
463182,20170926,1627,3,
463182,20170929,1853,6,
463182,20170929,1815,1,
463182,20170929,1041,50,
463182,20170929,1627,1,
463182,20170929,1261,7,
463182,20171010,1853,18,
463182,20171010,1815,2,
463182,20171010,1041,17,
463182,20171010,1878,3,
463182,20171010,1627,7,
463182,20171010,1261,5,
463182,20171011,1853,2,
463182,20171011,1041,10,
463182,20171011,1878,1,
463182,20171011,1627,8,
463182,20171011,1261,3,
463182,20171013,1853,8,
463182,20171013,1815,2,
463182,20171013,1041,17,
463182,20171013,1627,4,
463182,20171017,1041,20,
